File:      TAMURAHW.DAT                                                         
Status:    19950628                                                             
Contents:  Tidal potential catalogue of Tamura (1987) transformed into HW95     
           normalization and format by Hans-Georg Wenzel, May 1995.
           Darwin names added in June 1995.             
                                                                      
Reference: Tamura, Y. (1987): A harmonic development of the tide
             generating potential. Bulletin d'Informations
             Marees Terrestres No. 99, 6817-6855, Bruxelles 1987.
                                                                                
                                                                                
Format of the file:                                                             
                                                                                
Col.  1...  6: sequence number (1...1200). The end of this file is marked
               by a sequence number of 999999.                                      
Col.  7...  9: body generating the potential. MO = Moon, SU = Sun,              
               ME = Mercury, VE= Venus, MA = Mars, JU= Jupiter,                 
               SA = Saturn, FM = quadrupole moment of the Earth on Moon,        
               FS = quadrupole moment of the Earth on Sun.
Col. 10... 11: l = degree of the spherical harmonic development.                
Col. 12... 14: m = order  of the spherical harmonic development,                
               equal                                                            
               k1 = integer argument number for the mean local Moontime,        
                    period 24 hours 50 min.                                     
Col. 15... 17: k2 = integer argument number for the mean longitude of the       
                    Moon, period 27.3 days.                                     
Col. 18... 20: k3 = integer argument number for the mean longitude of the       
                    Sun, period 365.25 days.                                    
Col. 21... 23: k4 = integer argument number for the mean longitude of the       
                    lunar perigee, period 8.8 years.                            
Col. 24... 26: k5 = integer argument number for the negative mean longitude     
                    of the lunar ascending node, period 18.6 years.             
Col. 27... 29: k6 = integer argument number for the mean longitude of the       
                    solar perigee, period 20942 years.                          
Col. 30... 32: k7 = integer argument number for the mean longitude of Mercury,  
                    period 88 days.                                             
Col. 33... 35: k8 = integer argument number for the mean longitude of Venus,    
                    period 225 days.                                            
Col. 36... 38: k9 = integer argument number for the mean longitude of Mars,     
                    period 1.88 years.                                          
Col. 39... 41: k10= integer argument number for the mean longitude of Jupiter,  
                    period 11.86 years.                                         
Col. 42... 44: k11= integer argument number for the mean longitude of Saturn,   
                    period 29.4 years.                                          
Col. 45... 56: fr=  frequency of the tidal wave at J2000 in degree per hour.    
Col. 57... 68: C0 = COS-coefficient of the tidal potential in                   
                    10**-10 m**2/s**2. The C0 coefficient has to be multiplied  
                    with the COS of the argument.                               
Col. 69... 80: S0 = SIN-coefficient of the tidal potential in                   
                    10**-10 m**2/s**2. The S0 coefficient has to be multiplied  
                    with the SIN of the argument.                               
Col. 81... 90: C1 = t*COS-coefficent of the tidal potential in 10**-10          
                    m**2/s**2 per Julian century. The C1 coefficient has to     
                    be multiplied with the time difference between the epoch    
                    and J2000 (in Julian centuries) and with the COS of         
                    the argument.                                               
Col. 91...100: S1 = t*SIN-coefficent of the tidal potential in 10**-10          
                    m**2/s**2 per Julian century. The S1 coefficient has to     
                    be multiplied with the time difference between the epoch    
                    and J2000 (in Julian centuries) and with the SIN of         
                    the argument.                                               
Col.102...105: nam= Darwin name of the tidal wave (for very few main tidal      
                    waves available only).                                      
                                                                                
number    l  m  k  k  k  k  k  k  k  k  k  k  frequency           C0          S0        C1        S1
   726    2  1  6 -2 -1  2  0  0  0  0  0  0 17.70378496          0.    -217596.        0.        0.     
   727    2  1  6  0 -3  0  0  0  0  0  0  0 17.77222580          0.    -625589.        0.        0.     
   728    2  1  6  0 -3  1  0  0  0  0  0  0 17.77443221          0.    -407993.        0.        0.     
   729    2  1  7 -4  0  0  0  0  0  0  0  0 18.17089320          0.    -163197.        0.        0.     
   730    2  1  7 -2 -2  0  0  0  0  0  0  0 18.24374685          0.    -271995.        0.        0.     
   731    2  1  7 -2 -2  1  0  0  0  0  0  0 18.24595326          0.    -176797.        0.        0.     
   732    2  2 -6  2  4  0  0  0  0  0  0  0 25.79070966     244796.          0.        0.        0.     
   733    2  2 -6  4  2  0  0  0  0  0  0  0 25.86356331     475991.          0.        0.        0.     
   734    2  2 -6  6  0  0  0  0  0  0  0  0 25.93641696     217596.          0.        0.        0.     
   735    2  2 -5  0  5  0  0  0  0  0  0  0 26.26223071     353594.          0.        0.        0.     
   736    3  2 -5  2  2  0  0  0  0  0  0  0 26.33044255          0.    -227030.        0.        0.     
   737    2  2 -5  2  3  0  0  0  0  0  0  0 26.33508436    2053563.          0.        0.        0.     
   738    2  2 -5  3  3  0 -1  0  0  0  0  0 26.37615104     190397.          0.        0.        0.     
   739    3  2 -5  4  0  0  0  0  0  0  0  0 26.40329620          0.    -120192.        0.        0.     
   740    2  2 -5  4  1  0  0  0  0  0  0  0 26.40793801    2488755.          0.        0.        0.     
   741    2  2 -5  5  1  0 -1  0  0  0  0  0 26.44900469     353594.          0.        0.        0.     
   742    2  2 -5  6 -1  0  0  0  0  0  0  0 26.48079167     489591.          0.        0.        0.     
   743    3  2 -4  0  3  0  0  0  0  0  0  0 26.80196360          0.    -507478.        0.        0.     
   744    2  2 -4  0  4 -1  0  0  0  0  0  0 26.80439901    -135998.          0.        0.        0.     
   745    2  2 -4  0  4  0  0  0  0  0  0  0 26.80660542    3603935.          0.        0.        0.     
   746    2  2 -4  1  2  0  1  0  0  0  0  0 26.83839239    -367193.          0.        0.        0.     
   747    3  2 -4  2  1 -1  0  0  0  0  0  0 26.87261085          0.    -186966.        0.        0.     
   748    3  2 -4  2  1  0  0  0  0  0  0  0 26.87481725          0.   -1095085.        0.        0.     
   749    2  2 -4  2  2 -1  0  0  0  0  0  0 26.87725266    -571190.          0.        0.        0.     
   750    2  2 -4  2  2  0  0  0  0  0  0  0 26.87945907   15109327.          0.        0.        0.     
   751    2  2 -4  3  0  0  1  0  0  0  0  0 26.91124604    -231196.          0.        0.        0.     
   752    2  2 -4  3  1  0  0  0  0  0  0  0 26.91588589    -122398.          0.        0.        0.     
   753    2  2 -4  3  2  0 -1  0  0  0  0  0 26.92052575    1251177.          0.        0.        0.     
   754    3  2 -4  4 -1  0  0  0  0  0  0  0 26.94767091          0.    -213675.        0.        0.     
   755    2  2 -4  4  0 -1  0  0  0  0  0  0 26.95010631    -353594.          0.        0.        0.     
   756    2  2 -4  4  0  0  0  0  0  0  0  0 26.95231272    9370231.          0.        0.        0.     
   757    2  2 -4  5  0  0 -1  0  0  0  0  0 26.99337940    1223978.          0.        0.        0.     
   758    2  2 -4  6 -2  0  0  0  0  0  0  0 27.02516637     571190.          0.        0.        0.     
   759    2  2 -3 -2  5  0  0  0  0  0  0  0 27.27812647    -149597.          0.        0.        0.     
   760    2  2 -3 -1  3  0  1  0  0  0  0  0 27.30991344    -666388.          0.        0.        0.     
   761    2  2 -3  0  1 -2  0  0  0  0  0  0 27.33728368    -299195.          0.        0.        0.     
   762    4  2 -3  0  1 -1  0  0  0  0  0  0 27.33949009     -61070.          0.        0.        0.     
   763    4  2 -3  0  1  0  0  0  0  0  0  0 27.34169649    -158781.          0.        0.        0.     
   764    3  2 -3  0  2 -1  0  0  0  0  0  0 27.34413190          0.    -614316.        0.        0.     
   765    3  2 -3  0  2  0  0  0  0  0  0  0 27.34633831          0.   -3605767.        0.        0.    
   766    2  2 -3  0  3 -1  0  0  0  0  0  0 27.34877371   -1319176.          0.        0.        0.     
   767    2  2 -3  0  3  0  0  0  0  0  0  0 27.35098012   35209763.          0.        0.        0. 3N2 
   768    2  2 -3  1  1  0  1  0  0  0  0  0 27.38276710   -1740769.          0.        0.        0.     
   769    2  2 -3  1  2  0  0  0  0  0  0  0 27.38740695    -557590.          0.        0.        0.     
   770    2  2 -3  1  3  0 -1  0  0  0  0  0 27.39204680     747986.          0.        0.        0.     
   771    2  2 -3  2 -1 -2  0  0  0  0  0  0 27.41013733    -380793.          0.        0.        0.     
   772    3  2 -3  2  0 -1  0  0  0  0  0  0 27.41698555          0.    -614316.        0.        0.     
   773    3  2 -3  2  0  0  0  0  0  0  0  0 27.41919196          0.   -3619122.        0.        0.    
   774    2  2 -3  2  1 -1  0  0  0  0  0  0 27.42162737   -3399939.          0.        0.        0.     
   775    2  2 -3  2  1  0  0  0  0  0  0  0 27.42383377   91240750.          0.        0.        0. EPS2
   776    2  2 -3  3 -1  0  1  0  0  0  0  0 27.45562075    -353594.          0.        0.        0.     
   777    3  2 -3  3  0  0 -1  0  0  0  0  0 27.46025864          0.    -240384.        0.        0.     
   778    2  2 -3  3  0  0  0  0  0  0  0  0 27.46026060    -435192.          0.        0.        0.     
   779    2  2 -3  3  1 -1 -1  0  0  0  0  0 27.46269405    -258395.          0.        0.        0.     
   780    2  2 -3  3  1  0 -1  0  0  0  0  0 27.46490045    6908675.          0.        0.        0.     
   781    3  2 -3  4 -2  0  0  0  0  0  0  0 27.49204561          0.    -133547.        0.        0.     
   782    2  2 -3  4 -1 -1  0  0  0  0  0  0 27.49448102    -652788.          0.        0.        0.     
   783    2  2 -3  4 -1  0  0  0  0  0  0  0 27.49668743   17625281.          0.        0.        0.     
   784    2  2 -3  4  1  0 -2  0  0  0  0  0 27.50596713     312794.          0.        0.        0.     
   785    2  2 -3  5 -1  0 -1  0  0  0  0  0 27.53775411    1999164.          0.        0.        0.     
   786    2  2 -3  6 -3  0  0  0  0  0  0  0 27.56954108     258395.          0.        0.        0.     
   787    2  2 -2 -2  2 -2  0  0  0  0  0  0 27.80880473    -394393.          0.        0.        0.     
   788    3  2 -2 -2  3  0  0  0  0  0  0  0 27.81785936          0.     106838.        0.        0.     
   789    2  2 -2 -2  4  0  0  0  0  0  0  0 27.82250117   -1169579.          0.        0.        0.     
   790    3  2 -2 -1  1  0  1  0  0  0  0  0 27.84964634          0.     213675.        0.        0.     
   791    2  2 -2 -1  2 -1  1  0  0  0  0  0 27.85208174     135998.          0.        0.        0.     
   792    2  2 -2 -1  2  0  1  0  0  0  0  0 27.85428815   -4229524.          0.        0.        0.      
   793    2  2 -2  0  0 -2  0  0  0  0  0  0 27.88165839   -1876766.          0.        0.        0.     
   794    4  2 -2  0  0 -1  0  0  0  0  0  0 27.88386479    -170995.          0.        0.        0.     
   795    4  2 -2  0  0  0  0  0  0  0  0  0 27.88607120    -439702.          0.        0.        0.     
   796    3  2 -2  0  1 -2  0  0  0  0  0  0 27.88630020          0.     186966.        0.        0.     
   797    3  2 -2  0  1 -1  0  0  0  0  0  0 27.88850661          0.   -3538994.        0.        0.    
   798    3  2 -2  0  1  0  0  0  0  0  0  0 27.89071301          0.  -20860031.        0.        0.     
   799    2  2 -2  0  1  0  1  0  0  0  0  0 27.89071498     625589.          0.        0.        0.     
   800    2  2 -2  0  2 -1  0  0  0  0  0  0 27.89314842  -11682189.          0.        0.        0.     
   801    2  2 -2  0  2  0  0  0  0  0  0  0 27.89535483  312916742.          0.    40799.        0. 2N2 
   802    3  2 -2  0  3  0  0  0  0  0  0  0 27.89999664          0.     146902.        0.        0.     
   803    2  2 -2  1  0 -1  1  0  0  0  0  0 27.92493540     176797.          0.        0.        0.     
   804    3  2 -2  1  0  0  0  0  0  0  0  0 27.92713984          0.     106838.        0.        0.     
   805    2  2 -2  1  0  0  1  0  0  0  0  0 27.92714180   -5331104.          0.        0.        0.     
   806    3  2 -2  1  1  0 -1  0  0  0  0  0 27.93177969          0.    -213675.        0.        0.     
   807    2  2 -2  1  1  0  0  0  0  0  0  0 27.93178165   -3345540.          0.        0.        0.     
   808    2  2 -2  1  2 -1 -1  0  0  0  0  0 27.93421510    -163197.          0.        0.        0.     
   809    2  2 -2  1  2  0 -1  0  0  0  0  0 27.93642151    4841512.          0.        0.        0.     
   810    2  2 -2  2 -2 -2  0  0  0  0  0  0 27.95451204    -448792.          0.        0.        0.     
   811    3  2 -2  2 -1 -1  0  0  0  0  0  0 27.96136026          0.    -667735.        0.        0.     
   812    3  2 -2  2 -1  0  0  0  0  0  0  0 27.96356667          0.   -3899570.        0.        0.     
   813    2  2 -2  2  0 -2  0  0  0  0  0  0 27.96379567     258395.          0.        0.        0.     
   814    2  2 -2  2  0 -1  0  0  0  0  0  0 27.96600207  -14102945.          0.   -13600.        0.     
   815    2  2 -2  2  0  0  0  0  0  0  0  0 27.96820848  377637972.          0.    27200.        0. MU2 
   816    3  2 -2  2  1  0  0  0  0  0  0  0 27.97285029          0.     427350.        0.        0.     
   817    2  2 -2  2  2  0  0  0  0  0  0  0 27.97749211     176797.          0.        0.        0.     
   818    2  2 -2  2  2  1  0  0  0  0  0  0 27.97969851    -231196.          0.        0.        0.     
   819    2  2 -2  3 -2  0  1  0  0  0  0  0 27.99999546    -176797.          0.        0.        0.     
   820    3  2 -2  3 -1  0 -1  0  0  0  0  0 28.00463335          0.    -186966.        0.        0.     
   821    2  2 -2  3 -1  0  0  0  0  0  0  0 28.00463531    -870384.          0.        0.        0.     
   822    2  2 -2  3  0 -1 -1  0  0  0  0  0 28.00706875    -938383.          0.        0.        0.     
   823    2  2 -2  3  0  0 -1  0  0  0  0  0 28.00927516   25485939.          0.   -40799.        0.     
   824    2  2 -2  4 -2 -1  0  0  0  0  0  0 28.03885573    -421592.          0.        0.        0.     
   825    2  2 -2  4 -2  0  0  0  0  0  0  0 28.04106213   11532591.          0.        0.        0.     
   826    3  2 -2  4 -1  0  0  0  0  0  0  0 28.04570395          0.      93483.        0.        0.     
   827    2  2 -2  4  0  0 -2  0  0  0  0  0 28.05034184    1223978.          0.        0.        0.     
   828    2  2 -2  4  0  0  0  0  0  0  0  0 28.05034576     217596.          0.        0.        0.     
   829    2  2 -2  4  0  1  0  0  0  0  0  0 28.05255217    -312794.          0.        0.        0.     
   830    2  2 -2  5 -2  0 -1  0  0  0  0  0 28.08212881    1033581.          0.        0.        0.     
   831    2  2 -1 -3  3  0  1  0  0  0  0  0 28.32580920    -258395.          0.        0.        0.     
   832    2  2 -1 -2  1 -2  0  0  0  0  0  0 28.35317944   -1999164.          0.        0.        0.     
   833    2  2 -1 -2  1  0  2  0  0  0  0  0 28.35759618    -163197.          0.        0.        0.     
   834    3  2 -1 -2  2  0  0  0  0  0  0  0 28.36223407          0.     467414.        0.        0.     
   835    2  2 -1 -2  3 -1  0  0  0  0  0  0 28.36466947     258395.          0.        0.        0.     
   836    2  2 -1 -2  3  0  0  0  0  0  0  0 28.36687588   -7615862.          0.        0.        0.     
   837    3  2 -1 -1  0  0  1  0  0  0  0  0 28.39402104          0.     387286.        0.        0.     
   838    2  2 -1 -1  1 -1  1  0  0  0  0  0 28.39645645     639188.          0.        0.        0.     
   839    2  2 -1 -1  1  0  1  0  0  0  0  0 28.39866286  -19896440.          0.    40799.        0.    
   840    2  2 -1 -1  2  0  0  0  0  0  0  0 28.40330271     543990.          0.        0.        0.     
   841    2  2 -1  0 -1 -3  0  0  0  0  0  0 28.42382669     339994.          0.        0.        0.     
   842    2  2 -1  0 -1 -2  0  0  0  0  0  0 28.42603309   -9057436.          0.        0.        0.     
   843    2  2 -1  0 -1  0  2  0  0  0  0  0 28.43044983    -271995.          0.        0.        0.     
   844    3  2 -1  0  0 -2  0  0  0  0  0  0 28.43067491          0.     694444.        0.        0.     
   845    3  2 -1  0  0 -1  0  0  0  0  0  0 28.43288131          0.  -12913989.        0.        0.     
   846    3  2 -1  0  0  0  0  0  0  0  0  0 28.43508772          0.  -76001560.        0.    26709.   
   847    2  2 -1  0  0  0  1  0  0  0  0  0 28.43508968    1903966.          0.        0.        0.     
   848    2  2 -1  0  1 -2  0  0  0  0  0  0 28.43531672    1251177.          0.        0.        0.     
   849    2  2 -1  0  1 -1  0  0  0  0  0  0 28.43752313  -88180806.          0.   -27200.        0. N2x    
   850    2  2 -1  0  1  0  0  0  0  0  0  0 28.43972953 2364738842.          0.   203996.        0. N2  
   851    4  2 -1  0  1  0  0  0  0  0  0  0 28.43972953    -183209.          0.        0.        0.     
   852    3  2 -1  0  2  0  0  0  0  0  0  0 28.44437135          0.    1375533.        0.        0.     
   853    3  2 -1  0  2  1  0  0  0  0  0  0 28.44657775          0.     240384.        0.        0.     
   854    2  2 -1  0  3  0  0  0  0  0  0  0 28.44901316     571190.          0.        0.        0.     
   855    2  2 -1  0  3  1  0  0  0  0  0  0 28.45121957     149597.          0.        0.        0.     
   856    2  2 -1  1 -1 -1  1  0  0  0  0  0 28.46931010     149597.          0.        0.        0.     
   857    2  2 -1  1 -1  0  1  0  0  0  0  0 28.47151651   -4392721.          0.        0.        0.     
   858    2  2 -1  1  0 -1  0  0  0  0  0  0 28.47394995     462392.          0.        0.        0.     
   859    3  2 -1  1  0  0 -1  0  0  0  0  0 28.47615440          0.    -320513.        0.        0.     
   860    2  2 -1  1  0  0  0  0  0  0  0  0 28.47615636  -12742970.          0.        0.        0.     
   861    2  2 -1  1  1 -1 -1  0  0  0  0  0 28.47858981    -707187.          0.        0.        0.     
   862    2  2 -1  1  1  0 -1  0  0  0  0  0 28.48079621   22099600.          0.   -27200.        0.     
   863    3  2 -1  2 -2  0  0  0  0  0  0  0 28.50794137          0.     160256.        0.        0.     
   864    2  2 -1  2 -1 -2  0  0  0  0  0  0 28.50817037     217596.          0.        0.        0.     
   865    2  2 -1  2 -1 -1  0  0  0  0  0  0 28.51037678  -16754897.          0.    13600.        0.     
   866    2  2 -1  2 -1  0  0  0  0  0  0  0 28.51258319  449159079.          0.    27200.        0. NU2 
   867    3  2 -1  2  0 -1  0  0  0  0  0  0 28.51501859          0.    -106838.        0.        0.     
   868    3  2 -1  2  0  0  0  0  0  0  0  0 28.51722500          0.    1923076.        0.        0.     
   869    2  2 -1  2  1  0 -2  0  0  0  0  0 28.52186289     380793.          0.        0.        0.     
   870    2  2 -1  2  1  0  0  0  0  0  0  0 28.52186681    2298358.          0.        0.        0.     
   871    2  2 -1  2  1  1  0  0  0  0  0  0 28.52407322   -1577571.          0.        0.        0.     
   872    2  2 -1  2  1  2  0  0  0  0  0  0 28.52627963    -176797.          0.        0.        0.     
   873    2  2 -1  3 -2  0  0  0  0  0  0  0 28.54901001    -122398.          0.        0.        0.     
   874    2  2 -1  3 -1 -1 -1  0  0  0  0  0 28.55144346    -761586.          0.        0.        0.     
   875    2  2 -1  3 -1  0 -1  0  0  0  0  0 28.55364987   20739625.          0.   -27200.        0.     
   876    3  2 -1  3  0  0 -1  0  0  0  0  0 28.55829168          0.     133547.        0.        0.     
   877    2  2 -1  3  1  0 -1  0  0  0  0  0 28.56293349     149597.          0.        0.        0.     
   878    2  2 -1  4 -1  0 -2  0  0  0  0  0 28.59471654     747986.          0.        0.        0.     
   879    2  2 -1  4 -1  0  0  0  0  0  0  0 28.59472047     448792.          0.        0.        0.     
   880    2  2 -1  4 -1  1  0  0  0  0  0  0 28.59692687    -285595.          0.        0.        0.     
   881    2  2  0 -3  0 -2  1  0  0  0  0  0 28.85648747    -217596.          0.        0.        0.     
   882    2  2  0 -3  2  0  1  0  0  0  0  0 28.87018391   -1495973.          0.        0.        0.     
   883    2  2  0 -2  0 -3  0  0  0  0  0  0 28.89534774     176797.          0.        0.        0.     
   884    2  2  0 -2  0 -2  0  0  0  0  0  0 28.89755415   -5358303.          0.        0.        0.     
   885    2  2  0 -2  0  0  2  0  0  0  0  0 28.90197088    -407993.          0.        0.        0.     
   886    3  2  0 -2  1 -1  0  0  0  0  0  0 28.90440237          0.     227030.        0.        0.     
   887    3  2  0 -2  1  0  0  0  0  0  0  0 28.90660877          0.    1055021.        0.        0.     
   888    2  2  0 -2  2 -1  0  0  0  0  0  0 28.90904418    1291977.          0.        0.        0.     
   889    2  2  0 -2  2  0  0  0  0  0  0  0 28.91125059  -37100129.          0.   -13600.        0. GAM2
   890    2  2  0 -1  0 -1  1  0  0  0  0  0 28.94083116    1006382.          0.        0.        0.     
   891    2  2  0 -1  0  0  1  0  0  0  0  0 28.94303756  -42472032.          0.   108798.        0. ALF2
   892    2  2  0 -1  1  0  0  0  0  0  0  0 28.94767741    1863166.          0.        0.        0.     
   893    2  2  0 -1  2  0 -1  0  0  0  0  0 28.95231727    -217596.          0.        0.        0.     
   894    2  2  0  0 -2 -2  0  0  0  0  0  0 28.97040780     435192.          0.        0.        0.     
   895    3  2  0  0 -1 -1  0  0  0  0  0  0 28.97725602          0.     734508.        0.        0.     
   896    3  2  0  0 -1  0  0  0  0  0  0  0 28.97946243          0.    4300211.        0.        0.   
   897    2  2  0  0  0 -2  0  0  0  0  0  0 28.97969143    6419084.          0.        0.        0.     
   898    2  2  0  0  0 -1  0  0  0  0  0  0 28.98189783 -460827668.          0.   271995.        0.     
   899    4  2  0  0  0 -1  0  0  0  0  0  0 28.98189783     195423.          0.        0.        0. M2x    
   900    2  2  0  0  0  0  0  0  0  0  0  0 28.9841042412351079074.          0.  1169579.        0. M2  
   901    4  2  0  0  0  0  0  0  0  0  0  0 28.98410424    -757265.          0.        0.        0.     
   902    2  2  0  0  0  1  0  0  0  0  0  0 28.98631065     258395.          0.        0.        0.     
   903    4  2  0  0  0  1  0  0  0  0  0  0 28.98631065     170995.          0.        0.        0.     
   904    3  2  0  0  1 -1  0  0  0  0  0  0 28.98653965          0.    -681089.        0.        0.     
   905    2  2  0  0  1  0 -1  0  0  0  0  0 28.98874409    -135998.          0.        0.        0.      
   906    3  2  0  0  1  0  0  0  0  0  0  0 28.98874605          0.   11458327.        0.        0.     
   907    3  2  0  0  1  1  0  0  0  0  0  0 28.99095246          0.    2176815.        0.        0.     
   908    2  2  0  0  2 -1  0  0  0  0  0  0 28.99118146    -135998.          0.        0.        0.     
   909    3  2  0  0  1  2  0  0  0  0  0  0 28.99315887          0.     -93483.        0.        0.     
   910    2  2  0  0  2  0  0  0  0  0  0  0 28.99338787    7139871.          0.   -13600.        0.     
   911    2  2  0  0  2  1  0  0  0  0  0  0 28.99559427    2570354.          0.        0.        0.     
   912    2  2  0  0  2  2  0  0  0  0  0  0 28.99780068     489591.          0.        0.        0.     
   913    2  2  0  1 -2  0  1  0  0  0  0  0 29.01589122     149597.          0.        0.        0.     
   914    2  2  0  1 -1  0  0  0  0  0  0  0 29.02053107    -435192.          0.        0.        0.     
   915    2  2  0  1  0 -1 -1  0  0  0  0  0 29.02296451    -775186.          0.        0.        0.     
   916    2  2  0  1  0  0 -1  0  0  0  0  0 29.02517092   37385724.          0.   -95198.        0. BET2
   917    2  2  0  1  0  0  1  0  0  0  0  0 29.02517484    -163197.          0.        0.        0.     
   918    2  2  0  1  0  1  1  0  0  0  0  0 29.02738125     231196.          0.        0.        0.     
   919    3  2  0  1  1  0 -1  0  0  0  0  0 29.02981273          0.      93483.        0.        0.     
   920    2  2  0  1  1  0  0  0  0  0  0  0 29.02981469    -122398.          0.        0.        0.     
   921    2  2  0  2 -2 -1  0  0  0  0  0  0 29.05475149     258395.          0.        0.        0.     
   922    2  2  0  2 -2  0  0  0  0  0  0  0 29.05695789   -7044673.          0.        0.        0.     
   923    3  2  0  2 -1 -1  0  0  0  0  0  0 29.05939330          0.    -133547.        0.        0.     
   924    3  2  0  2 -1  0  0  0  0  0  0  0 29.06159971          0.    2230234.        0.        0.     
   925    3  2  0  2 -1  1  0  0  0  0  0  0 29.06380611          0.     454060.        0.        0.     
   926    2  2  0  2  0 -1  0  0  0  0  0  0 29.06403511    -258395.          0.        0.        0.     
   927    2  2  0  2  0  0 -2  0  0  0  0  0 29.06623760     448792.          0.        0.        0.     
   928    2  2  0  2  0  0  0  0  0  0  0  0 29.06624152   14497338.          0.        0.        0. DEL2
   929    2  2  0  2  0  1  0  0  0  0  0  0 29.06844793   -6935875.          0.        0.        0.     
   930    2  2  0  2  0  2  0  0  0  0  0  0 29.07065433    2352757.          0.        0.        0.     
   931    2  2  0  3 -2  0 -1  0  0  0  0  0 29.09802457    -312794.          0.        0.        0.     
   932    3  2  0  3 -1  0 -1  0  0  0  0  0 29.10266639          0.     106838.        0.        0.     
   933    2  2  0  3  0  0 -1  0  0  0  0  0 29.10730820     951983.          0.        0.        0.     
   934    2  2  0  3  0  1 -1  0  0  0  0  0 29.10951461    -163197.          0.        0.        0.     
   935    2  2  0  4 -2  0  0  0  0  0  0  0 29.13909517     285595.          0.        0.        0.     
   936    2  2  0  4 -2  1  0  0  0  0  0  0 29.14130158     122398.          0.        0.        0.     
   937    2  2  1 -4  1  0  2  0  0  0  0  0 29.37349194    -176797.          0.        0.        0.     
   938    2  2  1 -3  1 -1  1  0  0  0  0  0 29.41235221     176797.          0.        0.        0.     
   939    2  2  1 -3  1  0  1  0  0  0  0  0 29.41455862   -4365521.          0.        0.        0.     
   940    2  2  1 -2 -1 -2  0  0  0  0  0  0 29.44192885     299195.          0.        0.        0.     
   941    3  2  1 -2  0 -1  0  0  0  0  0  0 29.44877707          0.     373931.        0.        0.     
   942    2  2  1 -2  1 -1  0  0  0  0  0  0 29.45341889    4079926.          0.        0.        0.     
   943    2  2  1 -2  1  0  0  0  0  0  0  0 29.45562529  -91077553.          0.        0.        0. LAM2
   944    2  2  1 -1 -1  0  1  0  0  0  0  0 29.48741227   -1400775.          0.        0.        0.     
   945    2  2  1 -1  0  0  0  0  0  0  0  0 29.49205212    2121562.          0.        0.        0.     
   946    3  2  1 -1  0  0  1  0  0  0  0  0 29.49205408          0.    -133547.        0.        0.     
   947    2  2  1 -1  1  0 -1  0  0  0  0  0 29.49669197     217596.          0.        0.        0.     
   948    2  2  1 -1  1  0  1  0  0  0  0  0 29.49669590    -448792.          0.        0.        0.     
   949    2  2  1 -1  1  1  1  0  0  0  0  0 29.49890230    -231196.          0.        0.        0.     
   950    2  2  1  0 -1 -2  0  0  0  0  0  0 29.52406613    -516791.          0.        0.        0.     
   951    2  2  1  0 -1 -1  0  0  0  0  0  0 29.52627254   12770169.          0.   -13600.        0.     
   952    2  2  1  0 -1  0  0  0  0  0  0  0 29.52847895 -349105688.          0.   -27200.        0. L2  
   953    3  2  1  0  0 -1  0  0  0  0  0  0 29.53091435          0.   -4153310.        0.        0.     
   954    2  2  1  0  0  0 -1  0  0  0  0  0 29.53311880    -326394.          0.        0.        0.     
   955    3  2  1  0  0  0  0  0  0  0  0  0 29.53312076          0.   70112140.        0.   -13355. 
   956    3  2  1  0  0  1  0  0  0  0  0  0 29.53532717          0.   13207792.        0.        0.     
   957    2  2  1  0  1 -1  0  0  0  0  0  0 29.53555617   -1618371.          0.        0.        0.     
   958    3  2  1  0  0  2  0  0  0  0  0  0 29.53753357          0.    -467414.        0.        0.     
   959    2  2  1  0  1  0  0  0  0  0  0  0 29.53776257   87310421.          0.  -108798.        0.     
   960    4  2  1  0  1  0  0  0  0  0  0  0 29.53776257     -73284.          0.        0.        0.     
   961    2  2  1  0  1  1  0  0  0  0  0  0 29.53996898   38514504.          0.   -27200.        0.     
   962    2  2  1  0  1  2  0  0  0  0  0  0 29.54217539    5439902.          0.        0.        0.     
   963    2  2  1  1 -1  0 -1  0  0  0  0  0 29.56954563     516791.          0.        0.        0.     
   964    3  2  1  1  0  0 -1  0  0  0  0  0 29.57418744          0.      93483.        0.        0.     
   965    2  2  1  1  0  0  0  0  0  0  0  0 29.57418940    -489591.          0.        0.        0.     
   966    2  2  1  1  0  1  0  0  0  0  0  0 29.57639581    -217596.          0.        0.        0.     
   967    2  2  1  1  1  0 -1  0  0  0  0  0 29.57882925     516791.          0.        0.        0.     
   968    2  2  1  1  1  1 -1  0  0  0  0  0 29.58103566     299195.          0.        0.        0.     
   969    3  2  1  2 -2  0  0  0  0  0  0  0 29.60597441          0.     106838.        0.        0.     
   970    2  2  1  2 -1 -1  0  0  0  0  0  0 29.60840982    -312794.          0.        0.        0.     
   971    2  2  1  2 -1  0  0  0  0  0  0  0 29.61061623   16700498.          0.   -13600.        0.     
   972    2  2  1  2 -1  1  0  0  0  0  0  0 29.61282263    8051054.          0.        0.        0.     
   973    2  2  1  2 -1  2  0  0  0  0  0  0 29.61502904     938383.          0.        0.        0.     
   974    2  2  1  3 -1  0 -1  0  0  0  0  0 29.65168291     707187.          0.        0.        0.     
   975    2  2  1  3 -1  1 -1  0  0  0  0  0 29.65388931     353594.          0.        0.        0.     
   976    2  2  2 -5  0  0  3  0  0  0  0  0 29.87679997     475991.          0.        0.        0.     
   977    2  2  2 -4  0  0  2  0  0  0  0  0 29.91786664   13626954.          0.   -27200.        0.     
